datetime,total_lmp_day_ahead,total_lmp_real_time,congestion_price_day_ahead,congestion_price_real_time,marginal_loss_price_day_ahead,marginal_loss_price_real_time,rt_da_spread,congestion_share_da,congestion_share_rt,da_price_spike,rt_price_spike,load_mw,temperature_2m,hour,dayofweek,month,is_weekend,sin_hour,cos_hour
2024-07-12 04:00:00,19.839463,19.336405,0.555609,1.719443,-0.226146,-0.092205,-0.5030579999999993,0.028005243891933974,0.08892257893853589,0,0,13051.201000000001,19.0,8,0,1,0,0.8660254037844387,-0.4999999999999998
2024-07-12 05:00:00,22.915134,23.000263,0.612694,3.689638,-0.27756,-0.104375,0.08512900000000201,0.026737526387582984,0.16041720914234764,0,0,13306.618999999999,19.0,1,0,6,0,0.25881904510252074,0.9659258262890683
2024-07-12 06:00:00,23.742774,28.711878,0.713533,2.629374,-0.460759,-0.154163,4.969103999999998,0.030052638331140243,0.09157791768270958,0,0,13840.886,18.7,16,6,12,1,-0.8660254037844384,-0.5000000000000004
2024-07-12 07:00:00,27.164487,26.675329,0.880459,1.322268,-0.705972,-0.313606,-0.48915799999999976,0.03241213426927591,0.04956894814680636,0,0,14381.862000000001,19.2,9,6,5,1,0.7071067811865476,-0.7071067811865475
2024-07-12 08:00:00,30.353069,26.614931,0.687186,0.219522,-0.874117,-0.385424,-3.738138000000003,0.02263975349576677,0.008248076991069412,0,0,15079.403,21.0,1,6,11,1,0.25881904510252074,0.9659258262890683
2024-07-12 09:00:00,36.424711,37.778362,0.167206,0.994437,-1.112495,-0.423574,1.3536509999999993,0.0045904550896779936,0.02632292527664381,0,0,15993.778999999999,23.2,17,5,4,1,-0.9659258262890683,-0.25881904510252063
2024-07-12 10:00:00,39.190608,36.828285,0.139978,0.747829,-1.36937,-0.399544,-2.3623229999999964,0.003571723102637244,0.020305832867319233,0,0,17150.331,25.0,9,5,10,1,0.7071067811865476,-0.7071067811865475
2024-07-12 11:00:00,44.567574,47.872454,-0.095751,0.654401,-1.626675,-0.471114,3.304879999999997,-0.00214844541459672,0.0136696773472277,0,0,18081.923,27.4,1,5,3,1,0.25881904510252074,0.9659258262890683
2024-07-12 12:00:00,44.125792,106.282462,-0.372811,8.535094,-1.611397,-0.287632,62.15667,-0.008448822856256042,0.08030576107655467,0,1,18918.444,28.8,17,4,9,0,-0.9659258262890683,-0.25881904510252063
2024-07-12 13:00:00,49.038101,39.499545,0.049215,1.570949,-1.741114,-0.023071,-9.538556,0.0010036073786788768,0.03977131888481247,0,0,19613.773,29.4,8,4,2,0,0.8660254037844387,-0.4999999999999998
2024-07-12 14:00:00,51.095094,47.925364,0.046237,2.594305,-1.891143,0.102727,-3.1697300000000013,0.0009049205389464593,0.054132191880691814,0,0,19991.575,29.6,1,4,8,0,0.25881904510252074,0.9659258262890683
2024-07-12 15:00:00,57.205992,86.540094,-0.286143,6.499656,-2.537865,0.355438,29.334101999999994,-0.005001976016778102,0.0751057192057129,0,1,20274.082000000002,26.5,16,3,1,0,-0.8660254037844384,-0.5000000000000004
2024-07-12 16:00:00,63.132294,73.740652,0.151712,13.854854,-2.599418,0.208298,10.608357999999996,0.002403080743430613,0.18788624217751695,0,0,20396.941,28.5,9,3,7,0,0.7071067811865476,-0.7071067811865475
2024-07-12 17:00:00,62.927954,70.464504,0.671206,16.383564,-2.593252,0.157606,7.536550000000005,0.010666261293033616,0.23250804405009362,0,0,20314.573,29.4,0,3,12,0,0.0,1.0
2024-07-12 18:00:00,55.824589,50.711181,3.057793,10.322801,-2.153204,0.076714,-5.113408,0.0547750203767734,0.20356065065808662,0,0,20115.188000000002,29.5,17,2,6,0,-0.9659258262890683,-0.25881904510252063
2024-07-12 19:00:00,51.173374,51.046599,2.768436,9.467425,-2.085062,0.162508,-0.12677500000000208,0.054099149295881874,0.18546632264374754,0,0,19644.328999999998,29.2,8,2,11,0,0.8660254037844387,-0.4999999999999998
2024-07-12 20:00:00,46.621366,79.598354,2.12661,6.312102,-1.465244,0.149585,32.976988,0.045614493577901594,0.07929940360324536,0,1,18880.864999999998,28.1,1,2,5,0,0.25881904510252074,0.9659258262890683
2024-07-12 21:00:00,42.696618,42.251804,1.705886,2.74523,-1.339268,-0.034259,-0.44481400000000093,0.03995365628256552,0.06497308375282626,0,0,18245.444,24.9,17,1,10,0,-0.9659258262890683,-0.25881904510252063
2024-07-12 22:00:00,35.893505,36.199233,1.052773,1.255732,-0.999268,0.025167,0.305728000000002,0.02933045964722587,0.03468946427677073,0,0,17159.095,26.4,9,1,4,0,0.7071067811865476,-0.7071067811865475
2024-07-12 23:00:00,32.581413,26.064749,0.874869,0.676936,-0.563456,-0.071354,-6.516663999999999,0.026851782026764772,0.025971322417108256,0,0,15898.362000000001,23.4,1,1,9,0,0.25881904510252074,0.9659258262890683
2024-07-13 00:00:00,26.769797,26.330962,0.811185,0.484962,-0.391388,-0.128167,-0.438835000000001,0.030302246968850755,0.018417937027898942,0,0,14900.301,22.0,17,0,3,0,-0.9659258262890683,-0.25881904510252063
2024-07-13 01:00:00,24.451906,19.494564,0.782863,0.381857,-0.250957,-0.077293,-4.957342000000001,0.0320164407633499,0.019587870752072217,0,0,14076.866,21.2,9,0,8,0,0.7071067811865476,-0.7071067811865475
2024-07-13 02:00:00,20.588675,16.68956,0.836297,0.852995,-0.227622,-0.048435,-3.8991149999999983,0.04061927248839471,0.05110949599629948,0,0,13490.461,20.8,0,0,2,0,0.0,1.0
