,total_lmp_day_ahead,total_lmp_day_ahead,total_lmp_day_ahead,congestion_price_day_ahead,congestion_price_day_ahead,congestion_price_day_ahead,marginal_loss_price_day_ahead,marginal_loss_price_day_ahead,marginal_loss_price_day_ahead,rt_da_spread,rt_da_spread,rt_da_spread,load_mw,load_mw,load_mw
,mean,median,std,mean,median,std,mean,median,std,mean,median,std,mean,median,std
da_price_spike,,,,,,,,,,,,,,,
0,39.25535519724988,36.931781,10.966414338672003,1.5676501844476054,1.186664,2.514819464548069,-0.5539972157420578,-0.514213,0.5315734877872288,0.7224647619724988,-2.1234460000000013,15.791264695297777,14996.476132290185,14893.766,1716.302400553936
1,93.87185183246073,86.000607,23.918878022206123,2.8707599999999998,2.65552,5.445934179027155,-1.0733584293193716,-0.974275,1.1084113533098738,-7.247312246073299,-12.620407999999998,65.0216238960204,17557.097801047123,17460.142,2238.4689151165917
