datetime,total_lmp_day_ahead,total_lmp_real_time,congestion_price_day_ahead,congestion_price_real_time,marginal_loss_price_day_ahead,marginal_loss_price_real_time,rt_da_spread,congestion_share_da,congestion_share_rt,da_price_spike,rt_price_spike,load_mw,temperature_2m,hour,dayofweek,month,is_weekend,sin_hour,cos_hour,load_mw_lag_1,load_mw_lag_24,load_mw_lag_168,total_lmp_day_ahead_lag_1,total_lmp_day_ahead_lag_24,total_lmp_day_ahead_lag_168,load_mw_rolling_mean_24,load_mw_rolling_std_24,da_lmp_rolling_mean_24,da_lmp_rolling_std_24,congestion_share_da_lag_1,target_da_lmp_next_hour,target_da_spike_next_hour
2025-04-13 02:00:00,51.118711,63.572974,13.860216,12.629773,0.338495,0.514034,12.454263000000005,0.2711378227044888,0.19866575692998095,0,0,13446.381,2.8,2,6,4,1,0.49999999999999994,0.8660254037844387,13309.7,13658.906,11971.729,54.324688,59.880426,34.632588,14029.354874999999,591.8231818095181,60.09029745833334,10.57785261728004,0.21788165631066303,51.821989,0.0
2025-04-13 03:00:00,51.821989,48.11341,14.138171,10.117462,0.243818,0.467614,-3.7085790000000003,0.27282185174328216,0.2102836194732404,0,0,13482.526,2.1,3,6,4,1,0.7071067811865475,0.7071067811865476,13446.381,13768.414,11839.639,51.118711,60.624548,34.717646,14020.499666666665,599.1516401987973,59.725226,10.735432765652476,0.2711378227044888,51.979223,0.0
2025-04-13 04:00:00,51.979223,71.105472,14.607915,17.202324,0.341308,0.680649,19.12624900000001,0.28103373149690986,0.2419268660504778,0,0,13743.961,1.4,4,6,4,1,0.8660254037844386,0.5000000000000001,13482.526,13976.696,11891.574,51.821989,61.244003,34.657237,14008.587666666666,607.1696563904137,59.35845270833334,10.853095560801375,0.27282185174328216,51.254541,0.0
2025-04-13 05:00:00,51.254541,40.336428,10.937408,9.231806,0.427133,0.314621,-10.918113000000005,0.2133939312811327,0.22887019148051485,0,0,13953.418,0.8,5,6,4,1,0.9659258262890683,0.25881904510252074,13743.961,14227.955,12036.352,51.979223,66.285358,34.874478,13998.890375,609.5550088555705,58.97242020833334,10.947471297844519,0.28103373149690986,55.719178,0.0
2025-04-13 06:00:00,55.719178,53.779404,10.472543,11.810031,0.486635,0.404373,-1.9397739999999999,0.18795221638050727,0.21960137378986203,0,0,14348.485,0.8,6,6,4,1,1.0,6.123233995736766e-17,13953.418,14705.154,12259.41,51.254541,68.408662,35.955959,13987.451333333333,607.6424433883673,58.34613616666667,10.94086273385298,0.2133939312811327,53.11702,0.0
2025-04-13 07:00:00,53.11702,46.795863,11.497546,10.848669,0.359474,0.312193,-6.3211569999999995,0.21645690966850176,0.2318296598141592,0,0,14606.825,0.7,7,6,4,1,0.9659258262890683,-0.25881904510252063,14348.485,15070.881,12548.189,55.719178,75.711513,38.683035,13972.590125,593.523834017305,57.81740766666667,10.73817685627984,0.18795221638050727,40.330764,0.0
2025-04-13 08:00:00,40.330764,33.751255,7.731359,7.625134,0.079405,0.194455,-6.579509000000002,0.19169879846560803,0.22592149536365388,0,0,14797.446,2.3,8,6,4,1,0.8660254037844387,-0.49999999999999983,14606.825,15229.878,13047.014,53.11702,66.8303,38.837831,13953.254458333335,562.9603682861051,56.875970458333335,10.070873872207557,0.21645690966850176,36.09926,0.0
2025-04-13 09:00:00,36.09926,33.407472,6.457519,5.551558,-0.228259,0.206747,-2.6917880000000025,0.17888230949886505,0.16617713546239,0,0,14388.153,4.0,9,6,4,1,0.7071067811865476,-0.7071067811865475,14797.446,15051.205,13414.653,40.330764,61.33014,42.79708,13935.236458333333,526.0335906825592,55.771823125,10.379983456390827,0.19169879846560803,34.259554,0.0
2025-04-13 10:00:00,34.259554,34.198508,6.133904,7.584003,-0.34435,0.230339,-0.0610460000000046,0.17904214398120885,0.22176414830728874,0,0,13946.499,7.1,10,6,4,1,0.49999999999999994,-0.8660254037844387,14388.153,14855.608,13604.76,36.09926,60.861088,46.010217,13907.609291666668,480.2983740080412,54.720536458333335,11.048712823822129,0.17888230949886505,33.96847,0.0
2025-04-13 11:00:00,33.96847,31.575609,6.123462,6.992007,-0.204992,0.074435,-2.3928610000000035,0.1802689965135315,0.22143696420867132,0,0,13475.336,9.8,11,6,4,1,0.258819045102521,-0.9659258262890682,13946.499,14447.798,13811.988,34.259554,57.982589,46.647221,13869.72975,436.0975345576461,53.61213920833333,11.719852405304259,0.17904214398120885,32.709318,0.0
2025-04-13 12:00:00,32.709318,23.388369,5.710399,2.94269,-0.351081,-0.050154,-9.320949000000002,0.17458019149161103,0.1258185211632329,0,0,13235.684,11.6,12,6,4,1,1.2246467991473532e-16,-1.0,13475.336,14196.937,13965.46,33.96847,55.52147,46.970745,13829.210500000001,425.0905003067558,52.611550916666666,12.339241558553203,0.1802689965135315,32.075224,0.0
2025-04-13 13:00:00,32.075224,24.209818,5.749034,4.087913,-0.35381,-0.058095,-7.865406,0.17923597353521212,0.16885352050147592,0,0,12978.528,12.9,13,6,4,1,-0.2588190451025208,-0.9659258262890683,13235.684,13890.712,14049.506,32.709318,49.43389,47.976557,13789.158291666667,434.12556244942846,51.661044583333336,12.967947849069418,0.17458019149161103,31.219749,0.0
2025-04-13 14:00:00,31.219749,21.610403,5.503398,2.115539,-0.423649,-0.080136,-9.609345999999999,0.17627938008085842,0.09789447239831668,0,0,12714.231,12.1,14,6,4,1,-0.4999999999999998,-0.8660254037844388,12978.528,13640.844,14085.283,32.075224,40.982493,48.429776,13751.150625,463.76687453359307,50.93776683333334,13.567777454192237,0.17923597353521212,31.056958,0.0
2025-04-13 15:00:00,31.056958,25.668593,5.488992,2.572759,-0.472034,0.004168,-5.388365,0.17673952484335392,0.10022984119152926,0,0,12756.477,13.9,15,6,4,1,-0.7071067811865471,-0.7071067811865479,12714.231,13427.012,13979.971,31.219749,39.958661,49.708669,13712.541749999999,509.65003729062425,50.53098583333334,14.01810460964698,0.17627938008085842,33.205916,0.0
2025-04-13 16:00:00,33.205916,28.670097,5.721263,3.288048,-0.325347,0.127049,-4.535819000000004,0.17229649680496692,0.11468562523524074,0,0,12804.573,14.7,16,6,4,1,-0.8660254037844384,-0.5000000000000004,12756.477,13427.109,14148.096,31.056958,44.045447,50.016286,13684.602791666666,543.2547328819599,50.16008154166667,14.421947247326258,0.17673952484335392,36.615881,0.0
2025-04-13 17:00:00,36.615881,64.012037,5.877838,8.783871,-0.191957,0.594832,27.396156000000005,0.16052701285543286,0.13722217588545102,0,0,12973.538,14.9,17,6,4,1,-0.9659258262890683,-0.25881904510252063,12804.573,13434.044,14395.939,33.205916,50.852491,55.805827,13658.663791666666,570.2742525021638,49.70843441666667,14.786874711585336,0.17229649680496692,45.27071,0.0
2025-04-13 18:00:00,45.27071,91.702598,7.011581,16.473957,-0.120871,0.519474,46.431887999999994,0.15488118034817655,0.1796454774378366,0,1,13054.496,14.3,18,6,4,1,-1.0,-1.8369701987210297e-16,12973.538,13488.652,14333.82,36.615881,54.379189,62.103122,13639.476041666667,585.6991309588014,49.11524233333333,15.022663040549757,0.16052701285543286,67.996545,0.0
